Name,Type,Breed,Color,Sex,Size,Date Of Birth,,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*DAVE,CAT,DOMESTIC LH,BUFF,Neutered,KITTN,06/05/2017,548,K17-025080,LOBBY,A360456,08/29/2017,09/06/2017,8,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*KARI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,06/05/2017,548,K17-024734,LOBBY,A356562,08/05/2017,08/19/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*HENNA,CAT,DOMESTIC SH,BRN TABBY/RED,Spayed,KITTN,06/05/2017,548,K17-024730,LOBBY,A356558,08/05/2017,08/19/2017,14,STRAY,COMM CAT,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*AURORA,CAT,DOMESTIC MH,BLACK,Spayed,KITTN,06/06/2017,547,K17-023859,WESTFARM,A353872,06/07/2017,08/18/2017,72,STRAY,BORN_HERE,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*APOLO,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,06/06/2017,547,K17-023858,WESTFARM,A353871,06/07/2017,08/18/2017,72,STRAY,BORN_HERE,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
QUINN,CAT,DOMESTIC MH,BLACK,Spayed,KITTN,06/06/2017,547,K17-023857,LOBBY,A353870,06/07/2017,08/11/2017,65,STRAY,BORN_HERE,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
*MYSTIC,CAT,DOMESTIC SH,FLAME PT,Spayed,SMALL,06/07/2017,546,K17-026593,CA02,A365358,12/07/2017,12/27/2017,20,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*OLAF,CAT,SIAMESE/MIX,LILAC PT/WHITE,Neutered,SMALL,06/07/2017,546,K17-026784,LOBBY,A365361,12/23/2017,12/23/2017,0,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*GRACE,CAT,DOMESTIC SH,FLAME PT,Spayed,SMALL,06/07/2017,546,K17-026592,CA02,A365357,12/07/2017,12/27/2017,20,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*OLAF,CAT,SIAMESE/MIX,LILAC PT/WHITE,Neutered,SMALL,06/07/2017,546,K17-026596,LOBBY,A365361,12/07/2017,12/21/2017,14,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*WENDY,CAT,DOMESTIC SH,ORANGE,Spayed,SMALL,06/07/2017,546,K17-026594,CA02,A365359,12/07/2017,12/30/2017,23,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94515,"94515(38.596259, -122.603413)",1
*VIXEN,CAT,DOMESTIC SH,BUFF,Spayed,SMALL,06/07/2017,546,K17-026597,CA02,A365362,12/07/2017,12/28/2017,21,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
CALVIN,CAT,SIAMESE/MIX,LILAC PT/WHITE,Neutered,SMALL,06/07/2017,546,K17-026595,LOBBY,A365360,12/07/2017,12/22/2017,15,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476(38.280393, -122.464588)",1
*BRANDY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,06/08/2017,545,K17-024650,LOBBY,A356362,08/01/2017,08/12/2017,11,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*COTATI,94931,"94931(38.325442, -122.71081)",1
*JESSICA,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,06/10/2017,543,K17-024866,MOBILE,A356798,08/15/2017,08/19/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*SUGAR,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,06/10/2017,543,K17-024716,LOBBY,A356517,08/04/2017,08/25/2017,21,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
KIPPER,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,06/12/2017,541,K17-024821,LOBBY,A356732,08/12/2017,08/29/2017,17,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*COMET,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,06/12/2017,541,K17-024815,LOBBY,A356726,08/12/2017,08/24/2017,12,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
CLIPSY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,06/12/2017,541,K17-024820,LOBBY,A356731,08/12/2017,09/09/2017,28,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*METEOR,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,06/12/2017,541,K17-024814,CA03,A356725,08/12/2017,08/22/2017,10,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
DULCE,CAT,SIAMESE/DOMESTIC SH,SEAL PT,Spayed,SMALL,06/14/2017,539,K17-025802,CA02,A362588,10/14/2017,11/17/2017,34,STRAY,MUN_SHELT,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
*FRED,CAT,DOMESTIC MH,BLACK,Neutered,KITTN,06/16/2017,537,K17-025359,MOBILE,A361039,09/16/2017,09/23/2017,7,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
*ASHLEY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,06/16/2017,537,K17-025363,WESTFARM,A361044,09/16/2017,09/25/2017,9,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
*SARAH,CAT,DOMESTIC MH,BLK TABBY,Spayed,KITTN,06/16/2017,537,K17-025362,LOBBY,A361043,09/16/2017,09/22/2017,6,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*ANGEL,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,06/16/2017,537,K17-025361,WESTFARM,A361042,09/16/2017,09/25/2017,9,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
*FIGARO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,06/16/2017,537,K17-025357,LOBBY,A361036,09/16/2017,09/22/2017,6,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*CALLIE,CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,06/18/2017,535,K17-025121,LOBBY,A360504,08/31/2017,09/20/2017,20,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,WINDSOR,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*KELLY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,06/22/2017,531,K17-025974,CA02,A362793,10/21/2017,11/17/2017,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*FRAN,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,KITTN,06/23/2017,530,K17-024891,LOBBY,A357015,08/17/2017,08/26/2017,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*HANNAH,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,06/23/2017,530,K17-024890,LOBBY,A357014,08/17/2017,08/24/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
DOLLY,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,06/23/2017,530,K17-024889,LOBBY,A357013,08/17/2017,09/08/2017,22,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*BOBBIE,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,06/25/2017,528,K17-025443,LOBBY,A361196,09/22/2017,09/30/2017,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
DIPLO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,06/25/2017,528,K17-025442,LOBBY,A361195,09/22/2017,09/27/2017,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*EVA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,06/26/2017,527,K18-028688,CA02,A374097,06/16/2018,07/05/2018,19,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,*PETALUMA,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
*WILMA,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,06/26/2017,527,K18-028652,CA02,A374044,06/15/2018,07/19/2018,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94044,"94044(37.617695, -122.485896)",1
BINKY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,06/27/2017,526,K17-024824,LOBBY,A356735,08/12/2017,09/14/2017,33,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
MAYA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,06/27/2017,526,K17-024823,LOBBY,A356734,08/12/2017,09/15/2017,34,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*SKY,CAT,SIAMESE,BLUE PT,Spayed,KITTN,06/28/2017,525,K17-024906,LOBBY,A357033,08/17/2017,09/22/2017,36,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*DALE,CAT,SIAMESE,FLAME PT,Neutered,KITTN,06/28/2017,525,K17-024904,LOBBY,A357031,08/17/2017,09/23/2017,37,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
MAUI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,06/28/2017,525,K17-024370,LOBBY,A355213,07/13/2017,09/16/2017,65,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
ATLAS STAR,CAT,SIAMESE,FLAME PT,Neutered,KITTN,06/28/2017,525,K17-024905,LOBBY,A357032,08/17/2017,09/28/2017,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*BELLA BLU,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,06/28/2017,525,K17-025500,LOBBY,A362011,09/27/2017,11/30/2017,64,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95421,"95421(38.610732, -123.200051)",1
*NALA,CAT,SIAMESE/MIX,TORTIE PT,Spayed,KITTN,06/28/2017,525,K17-024907,LOBBY,A357034,08/17/2017,09/23/2017,37,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*LOUIE,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,06/28/2017,525,K17-024903,LOBBY,A357030,08/17/2017,09/26/2017,40,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-F,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
CHARLIE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,07/01/2017,522,K17-025152,CA02,A360548,09/01/2017,11/09/2017,69,STRAY,FIELD,ADOPTION,REFERRAL-V,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CASSIE,CAT,DOMESTIC SH,CALICO,Spayed,KITTN,07/01/2017,522,K17-025154,CA02,A360551,09/01/2017,11/09/2017,69,STRAY,FIELD,ADOPTION,REFERRAL-V,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
TOMMY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,07/01/2017,522,K17-025153,CA02,A360549,09/01/2017,11/09/2017,69,STRAY,FIELD,ADOPTION,REFERRAL-V,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
OSCAR,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,07/04/2017,519,K17-024924,MOBILE,A357201,08/18/2017,09/16/2017,29,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94618,"94618(37.844532, -122.238793)",1
PEARL,CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,07/04/2017,519,K17-024926,LOBBY,A357203,08/18/2017,09/19/2017,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
CHUNK,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/04/2017,519,K17-024923,MOBILE,A357200,08/18/2017,09/16/2017,29,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94601,"94601(37.777592, -122.218202)",1
BIG FOOT,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,07/04/2017,519,K17-024925,MOBILE,A357202,08/18/2017,09/16/2017,29,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94720,"94720(37.874698, -122.251456)",1
*STEPHEN,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/04/2017,519,K17-024748,LOBBY,A356602,08/08/2017,09/22/2017,45,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*PETALUMA,94952,"94952(38.236012, -122.730241)",1
JAZY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,07/04/2017,519,K17-024921,LOBBY,A357198,08/18/2017,09/21/2017,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*EVELYN,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,07/04/2017,519,K17-024747,LOBBY,A356601,08/08/2017,09/26/2017,49,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
BEAR,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,07/04/2017,519,K17-024922,MOBILE,A357199,08/18/2017,09/17/2017,30,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,UNKNOWN,HEALTHY,COUNTY,OUT OF COUNTY,94964,"94964(37.942746, -122.490696)",1
*JOHN,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,07/04/2017,519,K17-024863,LOBBY,A356796,08/15/2017,09/23/2017,39,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*LIAM,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,07/09/2017,514,K17-026237,LOBBY,A363959,11/09/2017,11/17/2017,8,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*CAMERON,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,07/09/2017,514,K17-026236,LOBBY,A363958,11/09/2017,11/17/2017,8,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*RICKY,CAT,DOMESTIC LH,GRAY TABBY,Neutered,KITTN,07/10/2017,513,K17-025445,LOBBY,A361198,09/22/2017,09/27/2017,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95426,"95426(38.82143, -122.719196)",1
*TAVI,CAT,DOMESTIC SH,GRAY TABBY/BLUE CREAM,Spayed,KITTN,07/10/2017,513,K17-025446,LOBBY,A361199,09/22/2017,10/03/2017,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
KILLIAN,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,07/10/2017,513,K18-028155,CA02,A369216,05/05/2018,05/08/2018,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
KILLIAN,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,07/10/2017,513,K18-027442,CA02,A369216,03/03/2018,03/13/2018,10,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541541, -122.809202)",1
MILO,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,07/10/2017,513,K17-025447,LOBBY,A361200,09/22/2017,09/26/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
KILLIAN,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,07/10/2017,513,K18-028320,CA02,A369216,05/18/2018,05/22/2018,4,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
*LEX,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,07/12/2017,511,K17-025280,LOBBY,A360829,09/12/2017,09/16/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95412,"95412(38.705157, -123.351858)",1
MERLYN,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,07/12/2017,511,K17-025283,LOBBY,A360832,09/12/2017,09/19/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*LIONEL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/12/2017,511,K17-025284,LOBBY,A360833,09/12/2017,09/16/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95412,"95412(38.705157, -123.351858)",1
BELLA,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,07/13/2017,510,K17-025358,LOBBY,A361038,09/16/2017,09/30/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*FELICITY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,07/13/2017,510,K17-025360,LOBBY,A361041,09/16/2017,10/06/2017,20,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
ARTHUR,CAT,DOMESTIC SH,BUFF/WHITE,Neutered,KITTN,07/15/2017,508,K17-025279,LOBBY,A360828,09/12/2017,09/19/2017,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*SPICE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,07/18/2017,505,K17-026818,LOBBY,A355850,12/27/2017,01/03/2018,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95482,"95482(39.150868, -123.215335)",1
WALLY,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,07/18/2017,505,K17-024497,LOBBY,A355849,07/21/2017,09/23/2017,64,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*SPICE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,07/18/2017,505,K17-024498,LOBBY,A355850,07/21/2017,10/06/2017,77,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
TIGER,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,07/18/2017,505,K17-024495,LOBBY,A355847,07/21/2017,09/26/2017,67,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-V,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1
*SPARKY,CAT,DOMESTIC LH,BLACK,Neutered,KITTN,07/19/2017,504,K17-025564,LOBBY,A361097,10/03/2017,10/11/2017,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*DELILAH,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,07/20/2017,503,K17-026823,CA02,A366474,12/28/2017,01/05/2018,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*DENNA,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,07/20/2017,503,K17-026822,CA02,A366473,12/28/2017,01/05/2018,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
DELILAH,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,07/20/2017,503,K17-026821,CA02,A366472,12/28/2017,01/06/2018,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*DIANA,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,07/20/2017,503,K17-026820,CA02,A366471,12/28/2017,01/05/2018,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
ASH,CAT,DOMESTIC LH,BLACK/WHITE,Neutered,KITTN,07/22/2017,501,K17-026053,LOBBY,A363702,10/26/2017,11/09/2017,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
*TOM,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,07/22/2017,501,K17-026052,LOBBY,A363701,10/26/2017,11/08/2017,13,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*WILLIAM,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,07/22/2017,501,K18-028260,CA02,A372550,05/15/2018,05/24/2018,9,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1
*CHEVY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,07/23/2017,500,K17-025493,LOBBY,A361703,09/26/2017,10/05/2017,9,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
LINER,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,07/23/2017,500,K17-025496,LOBBY,A361706,09/26/2017,09/30/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-V,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MUSHROOM,CAT,SIAMESE/MIX,BLUE PT,Spayed,KITTN,07/23/2017,500,K17-026776,CA02,A366417,12/07/2017,12/30/2017,23,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
